REF_DATE,GEO,DGUID,Educational qualification,Field of study,Gender,Age group,Status of student in Canada,Characteristics after graduation,Graduate statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE
2016,Canada,2016A11124,Doctoral degree,"Mathematics, computer and information sciences [7]",Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1008101670,1.25.33.2.1.1.4.1,240
2016,Canada,2016A11124,Doctoral degree,"Mathematics, computer and information sciences [7]",Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Median employment income,2018 constant dollars,400,units,0,v1008101671,1.25.33.2.1.1.4.2,87600
2016,Canada,2016A11124,Doctoral degree,"Architecture, engineering, and related technologies [8]",Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1008101796,1.25.38.2.1.1.4.1,905
2016,Canada,2016A11124,Doctoral degree,"Architecture, engineering, and related technologies [8]",Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Median employment income,2018 constant dollars,400,units,0,v1008101797,1.25.38.2.1.1.4.2,73900
2016,Canada,2016A11124,Doctoral degree,"Agriculture, natural resources and conservation [9]",Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1008101922,1.25.46.2.1.1.4.1,115
2016,Canada,2016A11124,Doctoral degree,"Agriculture, natural resources and conservation [9]",Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Median employment income,2018 constant dollars,400,units,0,v1008101923,1.25.46.2.1.1.4.2,65400
2016,Canada,2016A11124,Doctoral degree,Health and related fields [10],Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1008102048,1.25.49.2.1.1.4.1,175
2016,Canada,2016A11124,Doctoral degree,Health and related fields [10],Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Median employment income,2018 constant dollars,400,units,0,v1008102049,1.25.49.2.1.1.4.2,73100
2016,Canada,2016A11124,Doctoral degree,Other instructional programs [12],Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1008102300,1.25.58.2.1.1.4.1,25
2016,Canada,2016A11124,Doctoral degree,Other instructional programs [12],Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Median employment income,2018 constant dollars,400,units,0,v1008102301,1.25.58.2.1.1.4.2,48100
